pinyin	tone	word	count
ni	2	倪	47
ni	2	呢	2292
ni	2	尼	58
ni	2	泥	106
ni	2	猊	3
ni	2	蜺	2
ni	2	霓	367
ni	2	鲵	1
ni	3	你	12227
ni	3	拟	58
ni	3	旎	2
ni	3	狔	1
ni	3	薿	2
ni	4	匿	10
ni	4	惄	3
ni	4	昵	11
ni	4	暱	1
ni	4	溺	41
ni	4	睨	2
ni	4	腻	41
ni	4	逆	61
nian	1	拈	51
nian	2	年	2097
nian	2	粘	24
nian	2	黏	7
nian	3	捻	4
nian	3	撵	64
nian	3	碾	1
nian	3	辇	2
nian	4	念	759
niang	2	娘	2128
niang	4	酿	25
niao	3	茑	3
niao	3	袅	18
niao	3	鸟	210
niao	4	尿	26
nie	1	捏	99
nie	4	嗫	5
nie	4	孽	99
nie	4	涅	5
nie	4	聂	1
nie	4	蘖	1
nie	4	蹑	17
nin	2	您	8
ning	2	凝	176
ning	2	咛	12
ning	2	宁	398
ning	2	拧	26
ning	2	狞	17
ning	2	甯	1
ning	4	佞	2
ning	4	泞	2
niu	1	妞	12
niu	2	牛	156
niu	3	扭	162
niu	3	杻	3
niu	3	狃	2
niu	3	纽	2
niu	3	钮	2
nong	2	侬	9
nong	2	农	74
nong	2	哝	25
nong	2	浓	69
nong	2	秾	7
nong	2	脓	3
nong	2	襛	1
nong	4	弄	455
nu	2	奴	223
nu	2	孥	1
nu	2	驽	3
nu	3	努	146
nu	3	弩	15
nu	3	砮	1
nu	4	怒	372
nuan	3	暖	189
nuo	2	傩	6
nuo	2	挪	57
nuo	4	喏	1
nuo	4	懦	8
nuo	4	搦	2
nuo	4	糯	3
nuo	4	诺	27
nv	3	女	1615
nv	3	籹	1
nv	4	衄	1
nve	04	疟	3
nve	04	虐	30
o	1	喔	3
o	2	哦	145
ou	1	欧	24
ou	1	殴	12
ou	1	瓯	1
ou	1	讴	5
ou	1	鸥	5
ou	3	偶	140
ou	3	呕	17
ou	3	耦	2
ou	3	藕	69
ou	4	怄	34
ou	4	沤	8
pa	1	啪	20
pa	1	葩	4
pa	1	趴	57
pa	2	杷	1
pa	2	爬	204
pa	2	琶	13
pa	4	帕	72
pa	4	怕	1466
pai	1	拍	225
pai	2	徘	11
pai	2	排	191
pai	2	牌	155
pai	4	派	521
pai	4	湃	16
pan	1	攀	26
pan	1	潘	180
pan	2	槃	7
pan	2	盘	269
pan	2	磐	5
pan	2	蟠	312
pan	4	判	42
pan	4	叛	34
pan	4	拚	7
pan	4	泮	15
pan	4	牉	2
pan	4	畔	21
pan	4	盼	60
pan	4	袢	2
pang	1	乓	14
pang	1	滂	6
pang	1	雱	2
pang	2	庞	16
pang	2	彷	6
pang	2	旁	460
pang	2	螃	28
pang	3	耪	1
pang	4	胖	56
pao	1	抛	64
pao	2	刨	5
pao	2	匏	8
pao	2	咆	19
pao	2	庖	3
pao	2	炮	60
pao	2	炰	4
pao	2	狍	2
pao	2	袍	70
pao	2	麃	5
pao	3	跑	503
pao	4	泡	74
pei	1	呸	25
pei	1	醅	1
pei	2	培	11
pei	2	裴	7
pei	2	赔	90
pei	2	陪	419
pei	4	佩	145
pei	4	帔	2
pei	4	旆	9
pei	4	沛	7
pei	4	珮	1
pei	4	辔	27
pei	4	配	228
pei	4	霈	2
pen	1	喷	77
pen	2	盆	106
peng	1	嘭	9
peng	1	怦	15
peng	1	烹	21
peng	1	砰	6
peng	2	彭	46
peng	2	朋	114
peng	2	棚	28
peng	2	澎	12
peng	2	篷	23
peng	2	膨	3
peng	2	芃	11
peng	2	蓬	55
peng	2	鹏	21
peng	3	捧	164
peng	4	碰	251
pi	1	伾	2
pi	1	劈	69
pi	1	噼	4
pi	1	批	45
pi	1	披	117
pi	1	砒	7
pi	1	秠	2
pi	1	纰	7
pi	1	霹	11
pi	1	駓	3
pi	2	埤	3
pi	2	枇	1
pi	2	毗	2
pi	2	琵	13
pi	2	疲	41
pi	2	皮	354
pi	2	罴	7
pi	2	脾	68
pi	2	膍	1
pi	2	蚍	1
pi	2	貔	2
pi	2	阰	1
pi	3	仳	4
pi	3	匹	94
pi	3	擗	2
pi	3	疋	3
pi	3	痞	1
pi	3	癖	9
pi	4	僻	39
pi	4	屁	80
pi	4	淠	5
pi	4	甓	3
pi	4	譬	12
pian	1	偏	387
pian	1	篇	412
pian	1	翩	47
pian	2	蹁	2
pian	4	片	496
pian	4	骗	90
piao	1	剽	1
piao	1	嘌	2
piao	1	漂	117
piao	1	飘	237
piao	2	嫖	7
piao	2	瓢	25
piao	3	殍	13
piao	3	瞟	9
piao	3	缥	5
piao	4	票	18
pie	1	撇	23
pie	1	瞥	12
pin	1	姘	1
pin	1	拼	157
pin	2	嫔	11
pin	2	薲	7
pin	2	蘋	6
pin	2	贫	80
pin	2	频	20
pin	2	颦	32
pin	3	品	150
pin	4	牝	3
pin	4	聘	33
ping	1	乒	10
ping	1	娉	1
ping	1	頩	2
ping	2	凭	255
ping	2	坪	1
ping	2	屏	137
ping	2	平	1303
ping	2	枰	3
ping	2	淜	1
ping	2	瓶	89
ping	2	苹	8
ping	2	荓	2
ping	2	萍	16
ping	2	蓱	1
ping	2	评	56
po	1	坡	65
po	1	泼	91
po	1	颇	34
po	2	婆	809
po	2	皤	2
po	2	鄱	1
po	3	叵	2
po	4	珀	62
po	4	破	455
po	4	粕	1
po	4	迫	66
po	4	魄	132
pou	1	剖	11
pou	2	裒	4
pou	3	掊	2
pu	1	仆	66
pu	1	噗	13
pu	1	扑	164
pu	1	痡	2
pu	1	铺	180
pu	2	匍	8
pu	2	濮	1
pu	2	莆	1
pu	2	菩	53
pu	2	葡	13
pu	2	蒲	31
pu	3	圃	25
pu	3	普	62
pu	3	朴	66
pu	3	氆	1
pu	3	浦	15
pu	3	溥	7
pu	3	谱	64
pu	3	蹼	1
pu	4	曝	2
pu	4	瀑	18
qi	1	七	534
qi	1	僛	2
qi	1	凄	98
qi	1	嘁	12
qi	1	妻	228
qi	1	悽	3
qi	1	慼	1
qi	1	戚	158
qi	1	期	143
qi	1	栖	30
qi	1	棲	2
qi	1	欹	2
qi	1	欺	140
qi	1	沏	14
qi	1	漆	90
qi	1	萋	21
qi	1	蹊	4
qi	2	其	1770
qi	2	奇	558
qi	2	岐	10
qi	2	崎	5
qi	2	懠	1
qi	2	旂	10
qi	2	旗	81
qi	2	棋	155
qi	2	歧	3
qi	2	淇	29
qi	2	琦	2
qi	2	琪	15
qi	2	畦	5
qi	2	疧	1
qi	2	祁	17
qi	2	祈	20
qi	2	祺	2
qi	2	綦	2
qi	2	耆	4
qi	2	脐	4
qi	2	芪	3
qi	2	蛴	2
qi	2	跂	4
qi	2	锜	4
qi	2	颀	4
qi	2	骐	19
qi	2	骑	89
qi	2	鬐	1
qi	2	鳍	1
qi	2	麒	23
qi	2	齐	456
qi	3	乞	30
qi	3	企	5
qi	3	启	74
qi	3	屺	2
qi	3	岂	512
qi	3	杞	11
qi	3	绮	42
qi	3	芑	7
qi	3	起	4584
qi	4	器	491
qi	4	契	27
qi	4	弃	166
qi	4	愒	2
qi	4	憩	4
qi	4	气	2493
qi	4	汔	5
qi	4	汽	5
qi	4	泣	107
qi	4	砌	19
qi	4	葺	5
qi	4	讫	2
qi	4	迄	6
qia	1	掐	63
qia	3	卡	14
qia	4	恰	93
qia	4	洽	13
qian	1	佥	1
qian	1	千	5281
qian	1	愆	11
qian	1	搴	6
qian	1	牵	121
qian	1	签	56
qian	1	褰	7
qian	1	谦	54
qian	1	迁	122
qian	1	铅	1
qian	1	阡	525
qian	1	骞	4
qian	2	乾	50
qian	2	前	2905
qian	2	潜	58
qian	2	荨	1
qian	2	虔	14
qian	2	钤	2
qian	2	钱	757
qian	2	钳	2
qian	2	黔	2
qian	3	浅	163
qian	3	缱	9
qian	3	肷	2
qian	3	谴	4
qian	3	遣	102
qian	4	伣	1
qian	4	倩	11
qian	4	堑	1
qian	4	嵌	19
qian	4	欠	96
qian	4	歉	12
qian	4	茜	21
qiang	1	呛	11
qiang	1	戕	4
qiang	1	戗	3
qiang	1	抢	188
qiang	1	斨	6
qiang	1	枪	120
qiang	1	玱	3
qiang	1	羌	18
qiang	1	腔	39
qiang	1	跄	56
qiang	1	锵	15
qiang	2	墙	181
qiang	2	嫱	3
qiang	2	强	652
qiang	2	彊	6
qiang	2	樯	2
qiang	2	蔷	109
qiang	3	襁	3
qiao	1	敲	87
qiao	1	橇	4
qiao	1	跷	8
qiao	1	蹻	10
qiao	1	锹	5
qiao	2	乔	37
qiao	2	憔	17
qiao	2	桥	109
qiao	2	樵	5
qiao	2	瞧	919
qiao	2	翘	21
qiao	2	荍	2
qiao	2	谯	5
qiao	2	鞒	1
qiao	3	巧	403
qiao	3	悄	518
qiao	4	俏	31
qiao	4	峭	6
qiao	4	撬	2
qiao	4	窍	21
qiao	4	诮	3
qiao	4	鞘	61
qie	1	切	537
qie	2	伽	4
qie	2	茄	16
qie	3	且	1293
qie	4	妾	56
qie	4	怯	37
qie	4	惬	3
qie	4	朅	5
qie	4	窃	36
qie	4	箧	1
qie	4	趄	7
qie	4	踥	2
qin	1	亲	1526
qin	1	侵	41
qin	1	綅	1
qin	1	衾	32
qin	1	钦	36
qin	1	骎	4
qin	2	勤	74
qin	2	噙	5
qin	2	擒	58
qin	2	琴	398
qin	2	禽	8
qin	2	秦	356
qin	2	芩	2
qin	2	芹	63
qin	2	螓	2
qin	3	寝	48
qin	4	吣	1
qin	4	沁	38
qing	1	倾	85
qing	1	卿	643
qing	1	圊	1
qing	1	清	1255
qing	1	蜻	4
qing	1	轻	1387
qing	1	青	537
qing	2	情	1723
qing	2	擎	8
qing	2	晴	378
qing	2	檠	2
qing	2	黥	1
qing	3	请	1485
qing	3	顷	21
qing	4	庆	146
qing	4	磬	11
qing	4	罄	4
qiong	2	惸	1
qiong	2	琼	41
qiong	2	睘	4
qiong	2	穷	105
qiong	2	穹	14
qiong	2	茕	6
qiong	2	藑	1
qiong	2	蛩	6
qiong	2	邛	5
qiu	1	丘	55
qiu	1	楸	5
qiu	1	湫	3
qiu	1	秋	488
qiu	1	邱	10
qiu	1	鳅	6
qiu	1	鹙	1
qiu	2	俅	55
qiu	2	囚	53
qiu	2	求	696
qiu	2	球	57
qiu	2	璆	1
qiu	2	絿	1
qiu	2	虬	6
qiu	2	蝤	2
qiu	2	裘	51
qiu	2	觩	3
qiu	2	逑	6
qiu	2	遒	5
qiu	2	酋	2
qiu	2	銶	2
qiu	3	糗	3
qu	1	区	31
qu	1	屈	160
qu	1	岖	5
qu	1	曲	188
qu	1	祛	7
qu	1	蛆	11
qu	1	蛐	6
qu	1	袪	3
qu	1	诎	1
qu	1	趋	15
qu	1	躯	19
qu	1	驱	76
qu	2	劬	7
qu	2	渠	5
qu	2	瞿	8
qu	2	籧	3
qu	2	蕖	1
qu	2	衢	3
qu	2	躣	2
qu	3	取	688
qu	3	娶	178
qu	3	龋	1
qu	4	去	9743
qu	4	觑	25
qu	4	趣	239
quan	1	圈	143
quan	2	全	998
quan	2	婘	1
quan	2	拳	143
quan	2	权	84
quan	2	泉	79
quan	2	痊	13
quan	2	荃	3
quan	2	蜷	19
quan	2	颧	2
quan	2	鬈	2
quan	3	犬	23
quan	3	绻	7
quan	4	券	15
quan	4	劝	531
que	1	缺	57
que	1	阙	8
que	2	瘸	5
que	4	却	2740
que	4	悫	1
que	4	确	134
que	4	碻	1
que	4	阕	4
que	4	雀	88
que	4	鹊	20
qun	1	囷	2
qun	1	逡	2
qun	2	群	236
qun	2	裙	81
ran	2	然	4130
ran	2	燃	34
ran	2	髯	9
ran	3	冉	16
ran	3	染	515
ran	3	苒	4
rang	2	瀼	5
rang	2	瓤	1
rang	2	禳	2
rang	2	穰	13
rang	3	嚷	154
rang	3	壤	3
rang	3	攘	7
rang	4	让	1486
rao	2	娆	9
rao	2	桡	3
rao	2	荛	1
rao	2	饶	138
rao	3	扰	65
rao	4	绕	149
re	3	惹	133
re	4	热	378
ren	2	人	17826
ren	2	仁	126
ren	2	壬	3
ren	3	忍	423
ren	3	稔	1
ren	3	荏	9
ren	4	仞	6
ren	4	任	506
ren	4	刃	25
ren	4	牣	1
ren	4	纫	7
ren	4	衽	4
ren	4	认	516
ren	4	轫	4
ren	4	韧	5
ren	4	饪	2
reng	1	扔	114
reng	2	仍	471
reng	2	陾	2
ri	4	日	3935
rong	2	容	793
rong	2	嵘	3
rong	2	戎	38
rong	2	溶	22
rong	2	熔	2
rong	2	绒	16
rong	2	茸	9
rong	2	荣	429
rong	2	蓉	318
rong	2	融	67
rong	3	冗	6
rou	2	厹	2
rou	2	揉	75
rou	2	柔	193
rou	2	糅	8
rou	2	蹂	3
rou	2	鞣	1
rou	4	肉	356
ru	2	儒	96
ru	2	嚅	5
ru	2	如	4739
ru	2	孺	5
ru	2	挐	2
ru	2	濡	13
ru	2	茹	12
ru	2	薷	1
ru	2	蠕	4
ru	2	醹	1
ru	3	乳	33
ru	3	汝	33
ru	3	辱	74
ru	4	入	1083
ru	4	洳	4
ru	4	溽	1
ru	4	缛	4
ru	4	蓐	1
ru	4	褥	46
ruan	3	软	255
ruan	3	阮	61
rui	2	緌	2
rui	2	蕤	4
rui	3	蕊	51
rui	4	枘	2
rui	4	瑞	329
rui	4	睿	5
rui	4	芮	2
rui	4	蚋	1
rui	4	锐	17
run	4	润	51
run	4	闰	1
ruo	4	偌	2
ruo	4	弱	190
ruo	4	箬	1
ruo	4	若	1932
sa	1	仨	1
sa	1	撒	167
sa	3	洒	114
sa	4	萨	49
sa	4	飒	12
sai	1	塞	96
sai	1	腮	40
sai	4	赛	31
san	1	三	2424
san	1	叁	1
san	3	伞	54
san	4	散	570
sang	1	丧	146
sang	1	桑	87
sang	3	嗓	40
sang	3	颡	1
sao	1	搔	5
sao	1	臊	58
sao	1	骚	22
sao	3	嫂	305
sao	3	扫	141
se	4	啬	7
se	4	涩	40
se	4	瑟	60
se	4	穑	12
se	4	色	1251
sen	1	森	47
sen	1	椮	1
seng	1	僧	111
sha	1	杀	1528
sha	1	榝	2
sha	1	沙	93
sha	1	煞	51
sha	1	砂	14
sha	1	纱	133
sha	1	裟	2
sha	1	鲨	2
sha	2	啥	12
sha	3	傻	290
sha	4	厦	23
sha	4	唼	2
sha	4	嗄	3
sha	4	霎	7
shai	1	筛	5
shai	4	晒	25
shan	1	删	11
shan	1	山	2344
shan	1	杉	2
shan	1	潸	4
shan	1	煽	5
shan	1	珊	10
shan	1	膻	6
shan	1	芟	4
shan	1	衫	29
shan	3	煔	1
shan	3	闪	219
shan	3	陕	4
shan	4	善	216
shan	4	墠	4
shan	4	嬗	1
shan	4	扇	137
shan	4	擅	42
shan	4	汕	3
shan	4	缮	7
shan	4	膳	12
shan	4	讪	47
shan	4	赡	3
shang	1	伤	948
shang	1	商	314
shang	1	殇	3
shang	1	觞	8
shang	3	垧	4
shang	3	晌	87
shang	3	赏	328
shang	4	上	9771
shang	4	尚	531
shang	4	绱	1
shao	1	捎	11
shao	1	梢	27
shao	1	烧	251
shao	1	稍	89
shao	1	艄	13
shao	1	萷	1
shao	2	勺	10
shao	2	杓	2
shao	2	芍	14
shao	2	韶	14
shao	3	少	997
shao	4	哨	43
shao	4	绍	26
shao	4	邵	1
she	1	奢	15
she	1	猞	2
she	1	畬	1
she	1	赊	8
she	2	揲	1
she	2	舌	229
she	2	蛇	78
she	3	舍	260
she	4	射	186
she	4	慑	8
she	4	摄	37
she	4	涉	46
she	4	社	97
she	4	设	220
she	4	赦	230
she	4	韘	3
she	4	麝	253
shen	1	伸	339
shen	1	侁	2
shen	1	呻	13
shen	1	深	785
shen	1	甡	2
shen	1	申	70
shen	1	穼	1
shen	1	绅	7
shen	1	莘	6
shen	1	诜	4
shen	1	身	3694
shen	1	駪	4
shen	2	神	2148
shen	3	婶	163
shen	3	审	70
shen	3	沈	8
shen	3	矧	4
shen	3	谂	2
shen	4	慎	51
shen	4	渗	14
shen	4	甚	390
shen	4	葚	3
shen	4	蜃	7
sheng	1	升	165
sheng	1	声	2210
sheng	1	牲	53
sheng	1	生	2797
sheng	1	甥	33
sheng	1	笙	161
sheng	1	苼	1
sheng	2	绳	91
sheng	3	省	259
sheng	4	剩	199
sheng	4	圣	156
sheng	4	盛	241
sheng	4	胜	380
shi	1	失	704
shi	1	尸	154
shi	1	师	2254
shi	1	施	248
shi	1	湿	83
shi	1	狮	24
shi	1	葹	2
shi	1	蓍	5
shi	1	虱	4
shi	1	诗	386
shi	1	酾	4
shi	1	鸤	7
shi	2	什	3990
shi	2	十	2374
shi	2	埘	4
shi	2	实	881
shi	2	寔	3
shi	2	拾	261
shi	2	时	4842
shi	2	榯	1
shi	2	湜	3
shi	2	石	752
shi	2	蚀	25
shi	2	识	287
shi	2	食	290
shi	3	使	997
shi	3	史	361
shi	3	始	524
shi	3	屎	16
shi	3	矢	33
shi	3	豕	6
shi	3	驶	6
shi	4	世	1104
shi	4	事	4204
shi	4	仕	15
shi	4	侍	316
shi	4	势	308
shi	4	嗜	15
shi	4	噬	32
shi	4	士	444
shi	4	奭	2
shi	4	室	185
shi	4	市	64
shi	4	式	197
shi	4	弑	2
shi	4	恃	21
shi	4	拭	42
shi	4	是	21399
shi	4	柿	1
shi	4	氏	547
shi	4	澨	1
shi	4	示	110
shi	4	筮	5
shi	4	舐	1
shi	4	莳	1
shi	4	螫	9
shi	4	视	292
shi	4	誓	80
shi	4	试	245
shi	4	谥	2
shi	4	轼	4
shi	4	适	108
shi	4	逝	81
shi	4	释	264
shi	4	饰	101
shou	1	收	868
shou	3	守	367
shou	3	手	3338
shou	3	首	416
shou	4	兽	287
shou	4	受	868
shou	4	售	2
shou	4	寿	165
shou	4	授	62
shou	4	狩	12
shou	4	瘦	57
shou	4	绶	1
shu	1	书	1265
shu	1	倏	17
shu	1	叔	434
shu	1	姝	12
shu	1	抒	2
shu	1	摅	2
shu	1	枢	8
shu	1	梳	111
shu	1	殊	41
shu	1	殳	3
shu	1	淑	37
shu	1	疏	112
shu	1	纾	2
shu	1	舒	91
shu	1	菽	13
shu	1	蔬	24
shu	1	输	171
shu	2	塾	20
shu	2	孰	40
shu	2	熟	212
shu	2	赎	63
shu	3	属	126
shu	3	暑	20
shu	3	曙	3
shu	3	癙	1
shu	3	署	6
shu	3	薯	2
shu	3	蜀	11
shu	3	黍	33
shu	3	鼠	72
shu	4	墅	3
shu	4	庶	63
shu	4	恕	43
shu	4	戍	12
shu	4	数	759
shu	4	术	265
shu	4	束	146
shu	4	树	394
shu	4	漱	56
shu	4	竖	114
shu	4	述	90
shua	1	刷	19
shua	1	唰	5
shua	3	耍	84
shuai	1	摔	101
shuai	1	衰	38
shuai	3	甩	27
shuai	4	帅	32
shuai	4	率	158
shuai	4	蟀	11
shuan	1	拴	91
shuan	1	栓	1
shuan	1	闩	10
shuang	1	双	433
shuang	1	孀	4
shuang	1	霜	124
shuang	1	鹴	1
shuang	3	爽	68
shui	2	谁	1405
shui	3	水	1745
shui	4	帨	3
shui	4	睡	951
shui	4	税	8
shun	3	吮	10
shun	4	瞬	193
shun	4	舜	20
shun	4	顺	450
shuo	1	说	13853
shuo	4	搠	11
shuo	4	朔	249
shuo	4	槊	1
shuo	4	烁	26
shuo	4	硕	43
shuo	4	铄	7
si	1	丝	414
si	1	厮	282
si	1	司	251
si	1	嘶	25
si	1	思	894
si	1	撕	76
si	1	斯	150
si	1	澌	5
si	1	私	215
si	3	死	2095
si	4	伺	114
si	4	似	834
si	4	俟	22
si	4	儩	1
si	4	兕	14
si	4	嗣	14
si	4	四	1601
si	4	姒	3
si	4	寺	120
si	4	巳	10
si	4	汜	9
si	4	泗	5
si	4	涘	5
si	4	祀	41
si	4	竢	1
si	4	耜	7
si	4	肆	48
si	4	饲	5
si	4	驷	16
song	1	娀	2
song	1	崧	3
song	1	嵩	2
song	1	忪	4
song	1	松	730
song	3	怂	9
song	3	悚	9
song	3	竦	2
song	3	耸	16
song	4	宋	1058
song	4	讼	9
song	4	诵	26
song	4	送	1220
song	4	颂	43
sou	1	嗖	30
sou	1	搜	97
sou	1	艘	4
sou	1	锼	1
sou	1	飕	7
sou	1	馊	1
sou	3	叟	5
sou	3	瞍	2
sou	3	薮	5
sou	4	嗽	85
su	1	苏	90
su	1	酥	43
su	2	俗	233
su	4	塑	16
su	4	夙	38
su	4	宿	147
su	4	愫	2
su	4	愬	2
su	4	樕	2
su	4	泝	1
su	4	溯	12
su	4	簌	10
su	4	粟	3
su	4	素	423
su	4	肃	92
su	4	蔌	3
su	4	诉	773
su	4	谡	2
su	4	速	211
su	4	鹔	1
suan	1	狻	2
suan	1	酸	155
suan	4	算	972
suan	4	蒜	5
sui	1	虽	1371
sui	2	绥	27
sui	2	隋	2
sui	2	随	730
sui	3	髓	13
sui	4	岁	324
sui	4	檖	2
sui	4	璲	1
sui	4	碎	229
sui	4	祟	56
sui	4	穗	19
sui	4	穟	2
sui	4	谇	4
sui	4	遂	279
sui	4	邃	23
sui	4	隧	3
sun	1	孙	446
sun	1	狲	5
sun	1	荪	7
sun	1	飧	5
sun	3	损	52
sun	3	笋	14
sun	3	隼	6
suo	1	傞	2
suo	1	唆	40
suo	1	嗦	15
suo	1	娑	8
suo	1	挲	9
suo	1	梭	5
suo	1	缩	71
suo	1	莎	2
suo	1	蓑	11
suo	3	所	2090
suo	3	琐	20
suo	3	索	184
suo	3	锁	147
ta	1	他	14710
ta	1	塌	54
ta	1	她	5827
ta	1	它	394
ta	3	塔	38
ta	3	獭	2
ta	4	嗒	2
ta	4	挞	2
ta	4	榻	132
ta	4	沓	6
ta	4	踏	129
ta	4	蹋	5
ta	4	遢	2
ta	4	闼	4
tai	1	胎	61
tai	2	台	178
tai	2	抬	435
tai	2	苔	21
tai	2	邰	1
tai	2	骀	2
tai	4	太	5323
tai	4	态	142
tai	4	汰	6
tai	4	泰	35
tan	1	啴	12
tan	1	坍	10
tan	1	摊	17
tan	1	滩	31
tan	1	瘫	17
tan	1	贪	119
tan	2	坛	52
tan	2	惔	2
tan	2	檀	43
tan	2	潭	7
tan	2	痰	44
tan	2	覃	8
tan	2	谈	142
tan	2	谭	4
tan	3	嗿	1
tan	3	坦	18
tan	3	忐	6
tan	3	毯	4
tan	3	菼	4
tan	3	袒	3
tan	3	襢	2
tan	3	醓	1
tan	4	叹	458
tan	4	探	656
tan	4	炭	45
tang	1	汤	253
tang	1	镗	3
tang	2	唐	138
tang	2	堂	353
tang	2	塘	15
tang	2	搪	16
tang	2	棠	73
tang	2	糖	656
tang	2	膛	9
tang	2	螗	1
tang	2	螳	2
tang	3	倘	160
tang	3	帑	7
tang	3	曭	1
tang	3	淌	24
tang	3	躺	167
tang	4	烫	58
tang	4	趟	58
tao	1	叨	52
tao	1	慆	12
tao	1	掏	88
tao	1	槄	1
tao	1	涛	66
tao	1	滔	64
tao	1	绦	16
tao	1	饕	2
tao	2	啕	8
tao	2	桃	288
tao	2	淘	53
tao	2	绹	2
tao	2	萄	13
tao	2	逃	287
tao	2	陶	28
tao	2	鞉	2
tao	2	鼗	1
tao	3	讨	181
tao	4	套	147
te	4	忑	6
te	4	忒	40
te	4	慝	4
te	4	特	209
teng	2	滕	6
teng	2	疼	515
teng	2	縢	3
teng	2	腾	139
teng	2	藤	38
teng	2	螣	1
teng	2	誊	7
ti	1	剔	40
ti	1	梯	41
ti	1	踢	85
ti	2	啼	65
ti	2	提	657
ti	2	蹄	54
ti	2	醍	1
ti	2	题	281
ti	2	鹈	5
ti	3	体	697
ti	4	剃	14
ti	4	嚏	12
ti	4	屉	18
ti	4	悌	2
ti	4	悐	2
ti	4	惕	10
ti	4	揥	4
ti	4	替	427
ti	4	涕	53
ti	4	籊	3
ti	4	趯	5
ti	4	逷	1
tian	1	天	4395
tian	1	添	211
tian	2	填	53
tian	2	恬	6
tian	2	搷	1
tian	2	甜	81
tian	2	田	133
tian	2	畋	1
tian	2	窴	1
tian	2	阗	8
tian	3	忝	6
tian	3	殄	10
tian	3	腆	10
tian	3	舔	35
tian	4	瑱	5
tiao	1	佻	11
tiao	1	恌	3
tiao	1	挑	244
tiao	1	祧	1
tiao	2	条	469
tiao	2	笤	4
tiao	2	苕	7
tiao	2	蜩	4
tiao	2	调	299
tiao	2	迢	4
tiao	2	鞗	4
tiao	2	鲦	2
tiao	3	窕	6
tiao	4	眺	4
tiao	4	跳	338
tie	1	贴	171
tie	3	铁	191
tie	3	驖	4
tie	4	帖	108
tie	4	餮	1
ting	1	厅	154
ting	1	听	4231
ting	1	汀	4
ting	2	亭	82
ting	2	停	310
ting	2	婷	8
ting	2	庭	87
ting	2	廷	80
ting	2	蜓	4
ting	2	霆	11
ting	3	挺	137
ting	3	町	3
tong	1	通	562
tong	2	仝	105
tong	2	僮	5
tong	2	同	1236
tong	2	峒	21
tong	2	彤	22
tong	2	桐	51
tong	2	潼	3
tong	2	瞳	13
tong	2	穜	2
tong	2	童	126
tong	2	铜	56
tong	3	捅	5
tong	3	桶	45
tong	3	筒	21
tong	3	统	101
tong	4	恸	3
tong	4	痛	491
tou	1	偷	361
tou	1	媮	1
tou	2	头	6735
tou	2	投	194
tou	2	骰	28
tou	4	透	228
tu	1	凸	15
tu	1	嶀	1
tu	1	秃	26
tu	1	突	690
tu	2	图	178
tu	2	屠	59
tu	2	徒	414
tu	2	涂	234
tu	2	瘏	4
tu	2	稌	1
tu	2	荼	26
tu	2	途	67
tu	2	酴	1
tu	3	吐	166
tu	3	土	193
tu	3	钍	1
tu	4	兔	46
tu	4	菟	2
tuan	1	湍	6
tuan	2	团	201
tuan	2	慱	3
tuan	2	抟	3
tuan	2	漙	2
tuan	2	篿	1
tuan	3	畽	4
tui	1	推	366
tui	1	蓷	6
tui	2	隤	2
tui	2	颓	23
tui	3	腿	205
tui	4	蜕	3
tui	4	褪	23
tui	4	退	416
tui	4	駾	1
tun	1	吞	97
tun	1	暾	1
tun	1	焞	2
tun	2	屯	19
tun	2	忳	6
tun	2	臀	4
tun	2	豚	1
tun	2	饨	4
tuo	1	乇	2
tuo	1	托	218
tuo	1	拖	150
tuo	1	脱	265
tuo	2	佗	6
tuo	2	侻	1
tuo	2	坨	1
tuo	2	橐	3
tuo	2	沱	5
tuo	2	砣	1
tuo	2	紽	4
tuo	2	酡	2
tuo	2	陀	81
tuo	2	陁	1
tuo	2	驒	1
tuo	2	驮	15
tuo	2	驼	3
tuo	2	鼍	2
tuo	3	妥	152
tuo	3	椭	2
tuo	4	唾	12
tuo	4	嶞	1
tuo	4	拓	2
tuo	4	萚	11
wa	1	哇	58
wa	1	娲	63
wa	1	挖	48
wa	1	洼	14
wa	1	窐	1
wa	1	蛙	2
wa	2	娃	44
wa	3	瓦	37
wa	4	袜	18
wai	1	歪	107
wai	3	崴	1
wai	4	外	1898
wan	1	剜	8
wan	1	弯	99
wan	1	湾	5
wan	1	蜿	14
wan	1	豌	3
wan	2	丸	62
wan	2	完	951
wan	2	玩	262
wan	2	纨	377
wan	2	芄	5
wan	2	顽	336
wan	3	婉	33
wan	3	宛	32
wan	3	惋	1
wan	3	挽	82
wan	3	晚	605
wan	3	晼	1
wan	3	琬	1
wan	3	畹	1
wan	3	碗	253
wan	3	绾	14
wan	3	菀	8
wan	4	万	676
wan	4	脕	1
wan	4	腕	43
wang	1	汪	26
wang	2	亡	116
wang	2	王	2487
wang	3	往	1456
wang	3	惘	13
wang	3	枉	85
wang	3	网	163
wang	3	罔	27
wang	3	魍	5
wang	4	妄	93
wang	4	忘	421
wang	4	旺	128
wang	4	望	1126
wei	1	偎	3
wei	1	危	140
wei	1	威	180
wei	1	巍	32
wei	1	微	926
wei	1	煨	4
wei	1	葳	4
wei	1	薇	37
wei	1	蜲	2
wei	1	逶	16
wei	1	隈	2
wei	2	为	4214
wei	2	唯	112
